data,hora,cidade,volume_transmitido_mb
2024-04-03,17:04,Tirana,2.23
2024-04-02,00:09,Tirana,26.02
2024-04-07,03:49,Podgorica,33.93
2024-04-05,18:05,Podgorica,24.58
2024-04-07,03:28,Skopje,26.99
2024-04-04,03:24,Skopje,27.57
2024-04-07,13:34,Skopje,2.26
2024-04-03,11:40,Tirana,7.28
2024-04-07,13:40,Pristina,3.43
2024-04-06,13:04,Skopje,8.19
2024-04-06,13:02,Tirana,9.68
2024-04-07,04:21,Pristina,15.93
2024-04-07,16:03,Tirana,12.39
2024-04-06,06:06,Podgorica,14.23
2024-04-01,16:43,Sarajevo,17.73
2024-04-02,08:19,Tirana,12.0
2024-04-02,07:35,Pristina,5.78
2024-04-01,17:53,Pristina,1.68
2024-04-07,11:43,Skopje,16.1
2024-04-03,17:07,Skopje,12.19
2024-04-04,03:24,Skopje,3.73
2024-04-04,16:33,Pristina,12.21
2024-04-04,09:27,Skopje,51.95
2024-04-03,11:18,Skopje,3.74
2024-04-03,11:35,Sarajevo,9.37
2024-04-04,15:24,Skopje,14.91
2024-04-07,17:13,Pristina,5.67
2024-04-01,07:02,Skopje,19.72
2024-04-05,09:16,Podgorica,16.1
2024-04-02,03:37,Skopje,4.06
2024-04-03,04:44,Skopje,36.99
2024-04-03,05:37,Skopje,4.31
2024-04-04,03:52,Pristina,5.53
2024-04-02,20:31,Tirana,32.36
2024-04-03,04:57,Tirana,0.1
2024-04-04,12:14,Sarajevo,7.54
2024-04-01,12:05,Podgorica,25.76
2024-04-01,20:16,Pristina,7.67
2024-04-07,05:30,Podgorica,9.09
2024-04-06,04:43,Podgorica,3.18
2024-04-07,06:32,Pristina,3.0
2024-04-03,06:06,Tirana,8.17
2024-04-03,01:31,Pristina,2.1
2024-04-03,03:36,Tirana,23.93
2024-04-05,17:02,Podgorica,0.25
2024-04-06,18:27,Tirana,6.13
2024-04-04,20:58,Skopje,0.36
2024-04-04,07:40,Podgorica,5.45
2024-04-03,01:01,Skopje,30.42
2024-04-07,08:49,Sarajevo,0.78
2024-04-06,20:32,Skopje,0.15
2024-04-06,19:38,Sarajevo,13.13
2024-04-04,04:26,Skopje,5.49
2024-04-01,01:15,Skopje,6.79
2024-04-05,01:57,Tirana,11.79
2024-04-02,14:50,Skopje,12.52
2024-04-02,07:42,Podgorica,10.8
2024-04-02,10:19,Skopje,7.93
2024-04-01,07:44,Skopje,3.84
2024-04-05,03:16,Podgorica,1.41
2024-04-07,23:56,Skopje,14.77
2024-04-05,13:03,Skopje,6.05
2024-04-06,02:27,Tirana,10.17
2024-04-03,23:30,Pristina,9.94
2024-04-04,20:35,Tirana,2.64
2024-04-03,21:19,Tirana,5.27
2024-04-06,21:16,Sarajevo,2.42
2024-04-07,12:19,Skopje,7.86
2024-04-05,22:28,Skopje,26.35
2024-04-02,06:10,Tirana,17.92
2024-04-07,06:21,Skopje,55.97
2024-04-01,11:31,Skopje,33.91
2024-04-06,11:50,Skopje,1.77
2024-04-05,10:22,Tirana,23.45
2024-04-01,21:51,Skopje,26.09
2024-04-07,07:47,Skopje,16.02
2024-04-01,04:37,Pristina,16.69
2024-04-05,02:49,Skopje,8.82
2024-04-04,05:55,Pristina,56.77
2024-04-07,23:48,Podgorica,30.16
2024-04-01,04:47,Skopje,14.49
2024-04-01,02:09,Pristina,14.47
2024-04-05,03:43,Tirana,28.51
2024-04-01,04:04,Skopje,8.42
2024-04-04,11:22,Skopje,12.19
2024-04-06,21:37,Podgorica,4.39
2024-04-01,22:51,Pristina,3.25
2024-04-04,16:20,Tirana,21.75
2024-04-07,11:23,Skopje,0.94
2024-04-07,06:09,Skopje,16.81
2024-04-01,00:11,Podgorica,2.47
2024-04-02,13:09,Sarajevo,13.86
2024-04-02,10:37,Tirana,7.12
2024-04-04,09:13,Skopje,17.68
2024-04-07,06:36,Skopje,16.23
2024-04-02,15:10,Tirana,0.93
2024-04-06,08:21,Skopje,1.95
2024-04-04,22:32,Podgorica,86.69
2024-04-05,06:35,Skopje,6.05
2024-04-07,01:13,Pristina,1.28
2024-04-04,09:23,Skopje,9.89
2024-04-01,23:29,Podgorica,16.35
2024-04-06,04:12,Sarajevo,24.6
2024-04-02,12:12,Tirana,0.37
2024-04-02,20:29,Skopje,1.41
2024-04-03,18:21,Tirana,24.16
2024-04-05,06:15,Sarajevo,28.62
2024-04-05,23:49,Sarajevo,11.18
2024-04-04,03:35,Tirana,23.57
2024-04-06,08:17,Tirana,13.06
2024-04-06,14:04,Skopje,4.76
2024-04-05,01:54,Skopje,13.5
2024-04-07,07:43,Skopje,34.95
2024-04-02,15:24,Podgorica,6.29
2024-04-04,22:35,Skopje,38.71
2024-04-04,05:31,Pristina,15.74
2024-04-01,06:11,Skopje,15.53
2024-04-02,13:33,Skopje,1.89
2024-04-06,04:14,Skopje,5.85
2024-04-04,15:09,Tirana,0.19
2024-04-01,15:35,Pristina,33.72
2024-04-01,05:25,Podgorica,25.09
2024-04-02,09:05,Skopje,14.01
2024-04-07,13:42,Skopje,9.81
2024-04-06,09:14,Skopje,26.55
2024-04-03,19:22,Sarajevo,11.39
2024-04-05,16:34,Sarajevo,33.29
2024-04-03,18:06,Pristina,5.94
2024-04-05,03:28,Skopje,10.07
2024-04-03,20:23,Sarajevo,5.68
2024-04-04,21:14,Skopje,1.91
2024-04-03,04:24,Tirana,24.45
2024-04-06,12:34,Pristina,19.65
2024-04-07,03:24,Tirana,16.8
2024-04-02,00:59,Podgorica,8.78
2024-04-04,14:02,Tirana,3.28
2024-04-06,12:57,Skopje,11.12
2024-04-01,04:58,Skopje,4.88
2024-04-03,23:46,Podgorica,26.79
2024-04-04,16:46,Sarajevo,11.79
2024-04-02,20:17,Skopje,10.34
2024-04-01,15:41,Tirana,13.69
2024-04-01,20:43,Tirana,34.23
2024-04-02,00:26,Podgorica,2.19
2024-04-01,04:22,Sarajevo,15.37
2024-04-06,10:33,Pristina,22.07
2024-04-02,03:32,Skopje,11.32
2024-04-04,08:15,Podgorica,0.88
2024-04-03,22:13,Podgorica,5.41
2024-04-07,10:50,Sarajevo,40.03
2024-04-06,03:02,Tirana,23.41
2024-04-01,12:26,Skopje,52.26
2024-04-07,10:29,Skopje,9.43
2024-04-02,15:41,Skopje,0.95
2024-04-02,05:33,Pristina,6.57
2024-04-01,15:46,Pristina,0.0
2024-04-05,15:59,Tirana,9.17
2024-04-05,10:00,Skopje,42.33
2024-04-01,19:52,Tirana,2.99
2024-04-04,21:35,Skopje,13.07
2024-04-07,03:44,Pristina,2.03
2024-04-07,08:01,Skopje,0.58
2024-04-07,00:53,Tirana,0.91
2024-04-06,02:25,Tirana,30.83
2024-04-01,15:19,Tirana,24.37
2024-04-05,02:50,Pristina,12.52
2024-04-04,15:55,Sarajevo,5.27
2024-04-07,01:50,Skopje,30.6
2024-04-04,03:16,Skopje,1.26
2024-04-06,15:11,Sarajevo,13.25
2024-04-06,10:37,Podgorica,5.68
2024-04-05,10:51,Podgorica,26.46
2024-04-01,11:32,Podgorica,3.26
2024-04-01,07:21,Tirana,66.03
2024-04-05,12:53,Skopje,19.21
2024-04-02,20:05,Skopje,9.51
2024-04-06,12:13,Pristina,41.22
2024-04-02,10:40,Tirana,2.42
2024-04-01,14:21,Podgorica,0.33
2024-04-01,06:44,Sarajevo,0.19
2024-04-07,04:58,Skopje,2.13
2024-04-05,00:51,Pristina,0.37
2024-04-06,21:05,Skopje,13.72
2024-04-07,22:03,Sarajevo,20.92
2024-04-04,05:55,Sarajevo,3.34
2024-04-05,16:28,Skopje,1.06
2024-04-02,12:21,Skopje,9.41
2024-04-07,19:02,Pristina,4.26
2024-04-05,00:38,Sarajevo,13.94
2024-04-07,20:06,Skopje,9.76
2024-04-05,13:19,Skopje,26.13
2024-04-03,04:04,Podgorica,11.12
2024-04-07,07:21,Skopje,1.25
2024-04-04,19:46,Pristina,3.06
2024-04-06,17:06,Skopje,0.79
2024-04-01,09:48,Skopje,45.68
2024-04-05,15:03,Sarajevo,27.41
2024-04-05,04:19,Skopje,0.11
2024-04-06,13:42,Skopje,11.02
2024-04-03,16:59,Sarajevo,4.48
2024-04-05,11:50,Skopje,1.55
2024-04-03,10:16,Skopje,34.96
2024-04-07,16:43,Pristina,0.7
2024-04-07,19:57,Sarajevo,9.08
2024-04-01,05:05,Pristina,2.79
2024-04-02,04:09,Skopje,21.21
2024-04-06,23:31,Tirana,6.65
2024-04-07,16:42,Sarajevo,0.72
2024-04-07,23:41,Sarajevo,5.05
2024-04-01,22:22,Tirana,16.65
2024-04-03,22:06,Tirana,8.01
2024-04-06,00:35,Tirana,2.92
2024-04-06,21:54,Skopje,51.54
2024-04-05,02:31,Pristina,5.68
2024-04-03,07:40,Skopje,2.79
2024-04-07,06:41,Skopje,23.96
2024-04-02,09:58,Tirana,1.79
2024-04-04,06:03,Skopje,1.13
2024-04-02,05:44,Skopje,15.64
2024-04-07,09:10,Podgorica,4.13
2024-04-07,16:43,Sarajevo,10.1
2024-04-05,22:02,Tirana,57.4
2024-04-06,07:49,Skopje,3.25
2024-04-05,03:39,Podgorica,19.73
2024-04-03,00:58,Skopje,1.06
2024-04-06,00:04,Skopje,17.67
2024-04-04,21:22,Skopje,9.23
2024-04-01,22:46,Tirana,12.61
2024-04-05,15:23,Skopje,16.88
2024-04-03,00:07,Skopje,2.59
2024-04-03,21:40,Sarajevo,8.54
2024-04-03,11:20,Skopje,3.5
2024-04-04,11:34,Skopje,13.34
2024-04-03,14:09,Sarajevo,12.86
2024-04-04,11:34,Skopje,5.68
2024-04-03,04:39,Skopje,20.34
2024-04-01,11:21,Skopje,9.61
2024-04-02,20:53,Skopje,6.02
2024-04-06,12:46,Podgorica,3.27
2024-04-05,16:52,Pristina,0.94
2024-04-02,09:05,Tirana,5.1
2024-04-02,12:21,Skopje,35.79
2024-04-01,15:01,Skopje,0.36
2024-04-04,21:42,Tirana,12.79
2024-04-04,22:10,Skopje,14.74
2024-04-05,21:16,Tirana,2.01
2024-04-02,10:08,Skopje,3.28
2024-04-04,04:43,Skopje,1.95
2024-04-07,21:53,Tirana,14.79
2024-04-05,23:52,Podgorica,20.79
2024-04-07,20:16,Sarajevo,5.95
2024-04-02,07:11,Skopje,3.32
2024-04-06,22:16,Skopje,12.15
2024-04-04,23:53,Tirana,1.05
2024-04-02,01:14,Podgorica,1.38
2024-04-05,18:59,Skopje,12.98
2024-04-04,02:36,Skopje,25.06
2024-04-01,19:51,Skopje,16.58
2024-04-07,16:03,Podgorica,4.64
2024-04-05,04:08,Skopje,32.6
2024-04-01,13:07,Pristina,24.73
2024-04-03,13:16,Sarajevo,40.27
2024-04-04,14:54,Sarajevo,2.14
2024-04-06,05:33,Tirana,0.88
2024-04-04,23:30,Skopje,35.03
2024-04-07,12:19,Skopje,10.4
2024-04-06,07:55,Tirana,21.28
2024-04-07,22:13,Podgorica,7.93
2024-04-07,23:03,Skopje,24.43
2024-04-01,02:58,Skopje,32.61
2024-04-01,13:18,Skopje,50.56
2024-04-04,04:28,Skopje,16.71
2024-04-01,12:11,Podgorica,3.48
2024-04-03,00:53,Pristina,5.64
2024-04-07,23:22,Tirana,0.1
2024-04-03,08:29,Pristina,22.94
2024-04-02,15:31,Sarajevo,23.78
2024-04-05,09:26,Skopje,2.32
2024-04-04,23:31,Tirana,7.09
2024-04-01,19:27,Skopje,9.99
2024-04-03,12:55,Skopje,1.29
2024-04-05,16:18,Tirana,31.25
2024-04-07,08:44,Skopje,30.76
2024-04-05,15:31,Podgorica,2.38
2024-04-05,09:58,Tirana,28.79
2024-04-02,00:22,Skopje,10.41
2024-04-05,21:17,Tirana,5.61
2024-04-07,12:21,Podgorica,0.08
2024-04-01,11:27,Pristina,5.98
2024-04-06,03:09,Tirana,43.12
2024-04-03,05:03,Sarajevo,5.63
2024-04-07,19:56,Sarajevo,18.31
2024-04-01,22:15,Podgorica,15.61
2024-04-03,15:49,Tirana,5.5
2024-04-02,05:14,Sarajevo,3.68
2024-04-03,04:38,Skopje,2.76
2024-04-05,04:04,Podgorica,15.16
2024-04-02,12:52,Pristina,10.73
2024-04-01,23:32,Tirana,59.64
2024-04-05,00:46,Sarajevo,1.67
2024-04-01,07:26,Podgorica,18.34
2024-04-03,00:59,Sarajevo,19.39
2024-04-07,10:25,Skopje,5.49
2024-04-03,04:30,Skopje,48.82
2024-04-05,19:47,Tirana,3.98
2024-04-04,07:57,Tirana,42.72
2024-04-01,16:23,Skopje,56.97
2024-04-07,13:51,Tirana,0.16
2024-04-07,09:36,Pristina,0.87
2024-04-07,07:20,Skopje,2.82
2024-04-02,09:10,Skopje,31.79
2024-04-07,07:52,Pristina,2.23
2024-04-04,01:55,Sarajevo,8.23
2024-04-06,12:31,Podgorica,28.78
2024-04-07,08:10,Tirana,9.19
2024-04-03,22:25,Skopje,40.07
2024-04-07,06:53,Tirana,13.6
2024-04-05,11:48,Sarajevo,4.51
2024-04-07,21:28,Skopje,8.14
2024-04-06,20:56,Skopje,12.11
2024-04-06,11:33,Pristina,20.34
2024-04-07,16:37,Skopje,19.8
2024-04-05,22:24,Sarajevo,3.96
2024-04-06,01:39,Podgorica,10.77
2024-04-02,04:26,Skopje,20.44
2024-04-01,18:48,Podgorica,20.76
2024-04-02,15:25,Sarajevo,3.97
2024-04-04,04:07,Skopje,0.6
2024-04-02,21:41,Skopje,6.26
2024-04-01,04:54,Pristina,25.32
2024-04-05,17:21,Sarajevo,30.15
2024-04-02,22:49,Skopje,11.48
2024-04-02,11:18,Skopje,9.9
2024-04-04,04:05,Sarajevo,22.88
2024-04-06,17:23,Sarajevo,29.81
2024-04-02,18:01,Skopje,6.36
2024-04-02,07:07,Skopje,46.2
2024-04-03,05:19,Skopje,35.17
2024-04-01,04:00,Skopje,2.21
2024-04-06,17:54,Pristina,8.38
2024-04-06,13:15,Skopje,8.1
2024-04-03,12:05,Skopje,56.91
2024-04-07,17:54,Podgorica,6.01
2024-04-06,02:05,Skopje,0.93
2024-04-04,00:48,Skopje,5.67
2024-04-01,20:30,Tirana,22.93
2024-04-02,07:50,Skopje,1.98
2024-04-06,12:50,Skopje,21.46
2024-04-05,20:36,Skopje,11.8
2024-04-01,02:58,Skopje,9.71
2024-04-07,18:23,Podgorica,2.77
2024-04-05,15:21,Sarajevo,10.75
2024-04-01,09:45,Podgorica,10.47
2024-04-01,08:54,Skopje,59.29
2024-04-02,11:55,Tirana,5.12
2024-04-04,16:45,Skopje,11.8
2024-04-02,21:06,Skopje,18.11
2024-04-01,18:24,Skopje,10.5
2024-04-05,19:43,Podgorica,7.95
2024-04-04,08:46,Tirana,11.88
2024-04-06,14:41,Skopje,3.74
2024-04-05,15:18,Skopje,4.8
2024-04-01,17:47,Sarajevo,52.41
2024-04-01,09:07,Podgorica,2.96
2024-04-03,04:20,Skopje,2.28
2024-04-06,09:36,Podgorica,10.64
2024-04-03,15:11,Tirana,22.39
2024-04-02,17:00,Skopje,2.37
2024-04-05,16:06,Sarajevo,32.77
2024-04-03,03:54,Tirana,1.07
2024-04-05,10:53,Skopje,16.69
2024-04-03,03:21,Sarajevo,2.41
2024-04-05,08:29,Tirana,4.15
2024-04-03,19:58,Pristina,5.35
2024-04-03,21:11,Tirana,13.25
2024-04-01,11:06,Pristina,18.71
2024-04-04,04:33,Skopje,9.59
2024-04-05,08:17,Skopje,32.27
2024-04-06,03:02,Skopje,7.97
2024-04-01,16:32,Skopje,28.83
2024-04-02,13:03,Podgorica,4.13
2024-04-01,05:43,Skopje,2.39
2024-04-04,08:23,Skopje,36.26
2024-04-01,14:48,Skopje,4.23
2024-04-03,00:03,Podgorica,39.07
2024-04-02,16:15,Skopje,13.07
2024-04-01,22:44,Podgorica,11.87
2024-04-01,02:31,Sarajevo,1.27
2024-04-01,08:15,Sarajevo,5.38
2024-04-02,01:52,Tirana,6.98
2024-04-07,04:46,Podgorica,0.06
2024-04-06,05:43,Pristina,13.65
2024-04-06,00:46,Sarajevo,10.37
2024-04-04,05:06,Skopje,1.37
2024-04-07,12:09,Pristina,6.28
2024-04-05,12:01,Sarajevo,26.53
2024-04-01,13:06,Skopje,12.62
2024-04-03,23:12,Podgorica,5.61
2024-04-06,00:16,Podgorica,28.3
2024-04-04,18:27,Skopje,23.5
2024-04-07,10:21,Tirana,20.3
2024-04-01,20:12,Podgorica,20.49
2024-04-06,03:53,Pristina,0.97
2024-04-06,02:47,Skopje,20.73
2024-04-05,04:31,Skopje,9.82
2024-04-07,15:09,Tirana,11.83
2024-04-06,02:08,Skopje,20.71
2024-04-04,22:54,Pristina,1.68
2024-04-02,17:46,Pristina,14.25
2024-04-04,22:40,Podgorica,34.24
2024-04-03,13:01,Pristina,4.36
2024-04-05,21:47,Pristina,8.4
2024-04-02,00:40,Skopje,6.65
2024-04-05,11:27,Skopje,12.0
2024-04-05,00:58,Skopje,41.88
2024-04-06,04:49,Pristina,29.02
2024-04-02,21:21,Pristina,41.4
2024-04-02,09:16,Pristina,34.15
2024-04-01,08:43,Skopje,27.69
2024-04-03,04:02,Tirana,3.19
2024-04-02,05:57,Tirana,3.48
2024-04-05,12:20,Sarajevo,22.5
2024-04-05,15:06,Podgorica,4.81
2024-04-01,08:54,Podgorica,23.34
2024-04-07,16:02,Skopje,3.28
2024-04-04,03:00,Skopje,20.68
2024-04-04,03:17,Podgorica,29.27
2024-04-07,01:38,Tirana,5.49
2024-04-03,14:03,Skopje,3.21
2024-04-01,09:05,Skopje,0.81
2024-04-07,08:34,Podgorica,5.41
2024-04-05,19:23,Pristina,0.89
2024-04-07,06:57,Skopje,7.16
2024-04-03,05:23,Tirana,13.11
2024-04-03,03:23,Skopje,21.55
2024-04-04,06:52,Tirana,16.48
2024-04-05,17:15,Tirana,10.09
2024-04-02,03:54,Pristina,2.2
2024-04-07,11:27,Podgorica,3.08
2024-04-04,03:55,Skopje,10.6
2024-04-05,22:44,Sarajevo,24.53
2024-04-07,00:29,Skopje,40.52
2024-04-04,18:13,Sarajevo,0.56
2024-04-02,19:23,Pristina,28.68
2024-04-06,05:57,Skopje,12.07
2024-04-07,07:51,Podgorica,5.89
2024-04-06,14:44,Tirana,10.95
2024-04-02,09:27,Tirana,9.68
2024-04-02,22:19,Podgorica,1.68
2024-04-05,02:55,Podgorica,1.82
2024-04-01,16:56,Skopje,21.96
2024-04-06,16:56,Skopje,1.9
2024-04-06,19:31,Skopje,8.3
2024-04-05,02:38,Skopje,0.69
2024-04-05,10:41,Pristina,4.57
2024-04-06,03:13,Pristina,14.38
2024-04-05,23:24,Sarajevo,12.69
2024-04-02,11:35,Skopje,14.4
2024-04-01,05:08,Sarajevo,1.57
2024-04-01,02:18,Podgorica,30.44
2024-04-01,15:42,Tirana,5.02
2024-04-05,09:53,Pristina,9.12
2024-04-07,14:14,Pristina,4.62
2024-04-04,09:27,Skopje,8.15
2024-04-03,21:12,Skopje,11.89
2024-04-07,15:14,Skopje,6.31
2024-04-07,13:45,Sarajevo,20.9
2024-04-01,18:51,Sarajevo,49.73
2024-04-04,12:52,Skopje,7.52
2024-04-05,06:39,Sarajevo,0.54
2024-04-06,22:00,Podgorica,7.82
2024-04-04,21:56,Sarajevo,3.2
2024-04-04,16:08,Podgorica,2.11
2024-04-04,19:21,Skopje,9.7
2024-04-06,20:46,Tirana,14.73
2024-04-05,06:34,Skopje,17.85
2024-04-03,14:14,Sarajevo,5.92
2024-04-05,10:20,Pristina,8.77
2024-04-02,17:48,Podgorica,2.1
2024-04-06,20:46,Skopje,8.31
2024-04-05,20:04,Tirana,5.74
2024-04-04,02:12,Skopje,5.39
2024-04-06,08:08,Skopje,11.59
2024-04-04,00:59,Sarajevo,26.54
2024-04-01,14:37,Skopje,3.1
2024-04-01,23:08,Pristina,16.93
2024-04-07,10:17,Skopje,8.4
2024-04-01,20:23,Tirana,38.59
2024-04-05,12:40,Sarajevo,4.03
2024-04-06,20:12,Skopje,7.35
2024-04-04,19:55,Skopje,46.37
2024-04-06,16:07,Sarajevo,6.21
2024-04-03,13:21,Pristina,24.28
2024-04-01,09:32,Pristina,28.51
2024-04-04,21:49,Podgorica,3.7
2024-04-03,22:00,Skopje,13.49
2024-04-06,03:42,Pristina,8.82
2024-04-03,08:47,Podgorica,0.9
2024-04-02,22:33,Skopje,6.92
2024-04-06,12:32,Tirana,7.66
2024-04-06,14:58,Skopje,12.91
2024-04-06,00:57,Tirana,13.66
2024-04-01,19:33,Tirana,1.21
2024-04-01,13:55,Skopje,10.54
2024-04-04,04:07,Skopje,2.11
2024-04-07,07:58,Podgorica,20.81
2024-04-05,02:50,Skopje,10.46
2024-04-05,14:17,Sarajevo,13.09
2024-04-05,21:34,Podgorica,8.79
2024-04-04,04:13,Sarajevo,7.32
2024-04-05,20:37,Sarajevo,29.89
2024-04-04,23:55,Sarajevo,1.07
2024-04-02,06:47,Pristina,19.47
2024-04-06,11:05,Sarajevo,26.27
2024-04-05,17:31,Tirana,5.6
2024-04-03,02:57,Pristina,27.44
2024-04-06,17:16,Tirana,3.21
2024-04-01,14:27,Skopje,18.85
2024-04-06,04:27,Sarajevo,3.87
2024-04-01,09:39,Skopje,7.07
2024-04-03,21:10,Podgorica,66.5
2024-04-01,07:32,Pristina,8.97
2024-04-06,15:54,Skopje,61.76
2024-04-07,12:48,Skopje,19.12
2024-04-06,17:56,Skopje,21.78
2024-04-01,19:28,Skopje,22.34
2024-04-02,18:06,Skopje,8.03
2024-04-06,02:18,Sarajevo,0.41
2024-04-04,13:11,Podgorica,33.57
2024-04-03,18:56,Pristina,64.79
2024-04-05,07:58,Skopje,32.76
2024-04-03,19:05,Sarajevo,10.02
2024-04-03,21:35,Sarajevo,49.08
2024-04-04,11:31,Pristina,11.89
2024-04-02,06:12,Sarajevo,13.01
2024-04-04,23:24,Skopje,26.03
2024-04-01,23:30,Podgorica,25.77
2024-04-01,09:11,Skopje,2.52
2024-04-01,16:37,Pristina,0.99
2024-04-03,19:32,Skopje,9.59
2024-04-04,19:30,Podgorica,4.49
2024-04-02,13:28,Skopje,0.09
2024-04-05,09:54,Podgorica,17.08
2024-04-03,12:25,Tirana,48.57
2024-04-07,09:52,Pristina,0.37
2024-04-07,18:24,Pristina,3.6
2024-04-07,05:09,Sarajevo,11.59
2024-04-06,08:35,Pristina,1.53
2024-04-03,18:32,Skopje,28.79
2024-04-02,22:15,Pristina,0.91
2024-04-02,04:07,Skopje,17.81
2024-04-04,14:16,Pristina,16.54
2024-04-04,09:33,Skopje,22.19
2024-04-06,20:00,Skopje,33.91
2024-04-01,15:19,Skopje,6.14
2024-04-06,02:58,Pristina,6.19
2024-04-02,22:12,Podgorica,3.81
2024-04-01,17:50,Pristina,2.32
2024-04-03,00:59,Skopje,10.79
2024-04-05,23:54,Podgorica,18.41
2024-04-01,16:28,Tirana,4.2
2024-04-02,01:02,Pristina,18.99
2024-04-01,23:45,Skopje,2.11
2024-04-02,16:40,Skopje,30.27
2024-04-07,13:50,Skopje,13.73
2024-04-04,19:57,Tirana,6.42
2024-04-03,10:59,Sarajevo,5.85
2024-04-02,13:21,Sarajevo,11.2
2024-04-04,09:51,Tirana,20.0
2024-04-03,21:23,Skopje,25.87
2024-04-07,11:50,Skopje,5.69
2024-04-05,08:36,Pristina,18.63
2024-04-05,12:43,Skopje,55.28
2024-04-05,14:06,Pristina,12.89
2024-04-04,16:35,Sarajevo,7.79
2024-04-05,06:10,Skopje,14.02
2024-04-01,01:58,Skopje,0.12
2024-04-03,06:10,Pristina,3.55
2024-04-01,18:21,Podgorica,25.29
2024-04-05,05:22,Pristina,41.67
2024-04-01,08:28,Tirana,3.33
2024-04-07,14:04,Skopje,11.81
2024-04-06,03:18,Skopje,18.85
2024-04-06,11:30,Skopje,7.94
2024-04-03,11:17,Podgorica,56.23
2024-04-04,00:34,Sarajevo,8.82
2024-04-01,11:27,Skopje,5.72
2024-04-05,16:43,Skopje,8.49
2024-04-07,06:05,Skopje,27.95
2024-04-05,02:24,Skopje,3.03
2024-04-02,07:12,Skopje,18.14
2024-04-06,17:37,Skopje,5.99
2024-04-02,19:01,Tirana,5.44
2024-04-06,20:18,Podgorica,25.4
2024-04-01,17:16,Sarajevo,3.83
2024-04-06,03:55,Tirana,11.37
2024-04-05,07:03,Pristina,8.46
2024-04-04,22:26,Tirana,9.65
2024-04-07,01:14,Skopje,19.21
2024-04-03,17:45,Skopje,18.8
2024-04-02,19:10,Pristina,3.98
2024-04-04,14:25,Pristina,39.81
2024-04-02,22:25,Skopje,4.48
2024-04-02,02:14,Pristina,39.41
2024-04-06,14:20,Sarajevo,5.44
2024-04-01,19:49,Tirana,24.75
2024-04-06,09:28,Podgorica,8.66
2024-04-07,19:19,Skopje,12.92
2024-04-03,16:21,Tirana,24.66
2024-04-02,23:13,Skopje,15.28
2024-04-06,07:25,Skopje,10.37
2024-04-04,07:37,Skopje,8.48
2024-04-06,17:58,Sarajevo,2.68
2024-04-01,02:42,Skopje,10.06
2024-04-02,08:12,Pristina,9.45
2024-04-03,09:26,Skopje,8.58
2024-04-02,21:07,Skopje,14.75
2024-04-03,08:25,Skopje,14.57
2024-04-07,18:54,Skopje,4.52
2024-04-04,04:06,Skopje,25.82
2024-04-01,03:43,Sarajevo,18.59
2024-04-02,08:08,Skopje,40.4
2024-04-01,16:57,Sarajevo,6.25
2024-04-05,23:30,Sarajevo,23.35
2024-04-05,08:00,Tirana,94.8
2024-04-06,08:38,Skopje,55.0
2024-04-03,19:22,Sarajevo,17.14
2024-04-06,23:58,Sarajevo,2.06
2024-04-03,01:04,Tirana,36.43
2024-04-02,09:06,Pristina,3.59
2024-04-03,02:07,Skopje,26.15
2024-04-01,20:11,Sarajevo,23.01
2024-04-03,05:05,Sarajevo,5.6
2024-04-01,00:48,Pristina,6.19
2024-04-01,06:26,Sarajevo,9.75
2024-04-05,01:00,Skopje,20.77
2024-04-02,14:22,Tirana,4.68
2024-04-04,00:46,Skopje,15.99
2024-04-06,20:50,Skopje,30.57
2024-04-07,07:19,Sarajevo,61.18
2024-04-06,13:21,Pristina,16.66
2024-04-06,16:26,Podgorica,2.21
2024-04-04,03:51,Sarajevo,4.18
2024-04-07,00:37,Tirana,1.61
2024-04-02,09:02,Sarajevo,0.38
2024-04-02,14:31,Podgorica,27.84
2024-04-01,10:04,Pristina,11.86
2024-04-05,00:25,Skopje,20.98
2024-04-06,05:32,Podgorica,3.05
2024-04-03,15:35,Skopje,2.0
2024-04-05,13:35,Pristina,12.76
2024-04-04,14:32,Podgorica,5.01
2024-04-03,13:13,Sarajevo,8.72
2024-04-05,22:51,Skopje,13.04
2024-04-05,15:37,Podgorica,3.46
2024-04-01,04:42,Skopje,17.76
2024-04-03,01:30,Skopje,49.34
2024-04-01,15:47,Tirana,6.31
2024-04-07,03:08,Skopje,5.84
2024-04-07,06:17,Podgorica,18.22
2024-04-02,13:31,Podgorica,16.76
2024-04-04,05:11,Pristina,5.06
2024-04-05,19:06,Tirana,47.54
2024-04-03,11:09,Skopje,3.53
2024-04-05,20:06,Podgorica,2.9
2024-04-04,21:31,Skopje,0.74
2024-04-04,20:57,Pristina,21.34
2024-04-02,10:23,Pristina,21.02
2024-04-01,21:34,Skopje,17.25
2024-04-06,13:34,Tirana,10.2
2024-04-05,03:16,Sarajevo,7.8
2024-04-04,12:33,Sarajevo,61.96
2024-04-03,15:07,Sarajevo,4.63
2024-04-05,03:48,Sarajevo,44.15
2024-04-05,04:14,Skopje,2.77
2024-04-07,03:47,Sarajevo,3.17
2024-04-03,06:19,Pristina,3.13
2024-04-02,10:43,Skopje,2.33
2024-04-02,06:49,Skopje,10.8
2024-04-04,01:22,Skopje,2.09
2024-04-04,19:31,Tirana,27.49
2024-04-06,07:13,Pristina,6.56
2024-04-07,18:29,Tirana,3.91
2024-04-06,12:59,Skopje,14.86
